Date,Open,High,Low,Price,Adj Close,Volume
6/1/2018,49.700001,50.889,48.970001,49.529999,48.674225,4064100
7/1/2018,49.110001,52.110001,47.868999,48.459999,47.622719,8139300
8/1/2018,48.560001,50.060001,47.900002,49.18,48.330276,6752800
9/1/2018,49.049999,49.529999,47.169998,49,48.153385,44621200
10/1/2018,49.169998,49.220001,43.07,46.040001,45.366993,115190600
11/1/2018,46.189999,46.790001,42.380001,45.009998,44.352047,53815300
12/1/2018,45.98,45.98,38.970001,41.279999,40.676575,79635000
1/1/2019,40.599998,46.32,40.52,46.130001,45.603676,79091500
2/1/2019,46.029999,46.950001,44.93,45.919998,45.396069,59610200
3/1/2019,46.220001,47.777,45.560001,46.77,46.236378,84427900
4/1/2019,47.130001,51.34,47.130001,50.07,49.586025,59663200
5/1/2019,50.279999,50.375,47.02,47.09,46.634834,84212400
6/1/2019,46.630001,49.633999,45.310001,49.220001,48.744244,88918700
7/1/2019,49.77,51.869999,49.43,50.779999,50.409798,58751500
8/1/2019,50.919998,51.599998,47.735001,49.529999,49.168911,74426600
9/1/2019,49.189999,51.650002,48.889999,49.52,49.158985,69360300
10/1/2019,49.650002,51.009998,47.720001,50.619999,50.368168,62833100
11/1/2019,50.91,52.799999,50.560001,52.560001,52.298519,49232600
12/1/2019,52.610001,54.349998,51.299999,53.630001,53.363197,66279600
1/1/2020,53.970001,56.904999,53.560001,53.91,53.758537,76249500
2/1/2020,54.349998,57.75,49.040001,50.759998,50.617386,95579600
3/1/2020,51.290001,53.209999,38.68,44.240002,44.115707,183821700
4/1/2020,42.950001,43.450001,41.59,42.150002,42.150002,13090200
