Date,Open,High,Low,Price,Adj Close,Volume
12/1/1998,20.78125,22,20.75,21.921875,13.558142,10800
1/1/1999,21.9375,23.390625,20.953125,21.109375,13.055633,497500
2/1/1999,21.28125,22.4375,20.921875,21.4375,13.258571,188100
3/1/1999,21.28125,22.625,20.84375,21.75,13.45184,314000
4/1/1999,21.78125,27.796875,21.78125,27.125,16.832567,4545100
5/1/1999,27.21875,28.484375,24.65625,24.65625,15.300569,2098900
6/1/1999,24.90625,27.078125,24.859375,26,16.134443,1322900
7/1/1999,26.140625,26.984375,25.484375,25.703125,15.999961,908200
8/1/1999,25.53125,26.9375,24.546875,24.546875,15.280214,640800
9/1/1999,24.546875,25.53125,22.78125,23.703125,14.754984,1167500
10/1/1999,23.90625,24.71875,23.1875,24.265625,15.15224,1217200
11/1/1999,24.40625,25.109375,23.59375,23.921875,14.93759,887600
12/1/1999,24.03125,26.671875,23.828125,26.578125,16.596243,4132100
1/1/2000,26.671875,27.9375,22.84375,23.328125,14.628087,4019000
2/1/2000,23.328125,23.984375,20.765625,20.984375,13.158419,1341100
3/1/2000,21.234375,23.484375,19.6875,23.046875,14.451731,2419300
4/1/2000,23.4375,25.15625,21.78125,22.28125,14.00479,2454500
5/1/2000,22.078125,23.78125,21.46875,21.578125,13.56284,3450800
6/1/2000,21.234375,22.0625,19.640625,19.640625,12.345037,1303500
7/1/2000,19.96875,21.25,19.46875,19.8125,12.511603,754200
8/1/2000,19.890625,21.375,19.71875,20.265625,12.797753,756100
9/1/2000,20.15625,20.84375,17.140625,18.171875,11.475543,3018300
10/1/2000,18.125,19.921875,17,19.765625,12.55554,1060900
11/1/2000,19.875,20.125,18.671875,19.265625,12.237927,1123800
12/1/2000,19.640625,22,19.390625,21.421875,13.607621,1968400
1/1/2001,21.75,21.890625,19.15625,20.85,13.589383,1976700
2/1/2001,21.219999,21.35,20,21.120001,13.765362,1521500
3/1/2001,21.18,22.860001,19.030001,19.969999,13.015827,1912200
4/1/2001,20.48,22.620001,19.5,22.1,14.470677,1876700
5/1/2001,22.049999,24.629999,21.98,22.950001,15.027238,2406900
6/1/2001,23.16,23.799999,21.32,22.059999,14.444488,1510300
7/1/2001,21.959999,22.780001,21.030001,22,14.469147,1157200
8/1/2001,22.1,22.5,21.120001,21.91,14.409953,919200
9/1/2001,21.65,22.309999,17.049999,19.200001,12.627619,663200
10/1/2001,19.200001,20.690001,18.84,19.719999,13.047221,1585700
11/1/2001,19.92,22.280001,19.66,22.219999,14.701277,1306900
12/1/2001,21.799999,23,21.190001,21.42,14.171975,7046600
1/1/2002,21.440001,22.67,19.690001,21.92,14.593878,4836100
2/1/2002,22.1,23.290001,21.299999,23.08,15.366177,30601900
3/1/2002,22.969999,24.15,22.93,23.709999,15.785624,11567300
4/1/2002,23.52,23.93,22.15,22.59,15.090524,12983800
5/1/2002,22.6,24.440001,22.360001,23.709999,15.838712,7729600
6/1/2002,23.700001,23.809999,22.25,23.190001,15.491343,6091900
7/1/2002,23.15,23.24,18.16,20.559999,13.803258,7479600
8/1/2002,20.6,21.120001,18.879999,20.450001,13.729404,5296500
9/1/2002,20.25,20.49,17.26,17.690001,11.876443,5078600
10/1/2002,17.879999,19.6,16.530001,18.700001,12.629566,6699600
11/1/2002,18.52,21,18.35,20.950001,14.149167,1525000
12/1/2002,21.15,21.15,19.530001,19.84,13.399493,3832400
1/1/2003,20.040001,20.77,18.6,18.85,12.827404,4620500
2/1/2003,18.790001,19.110001,17.82,18.35,12.487153,2871100
3/1/2003,18.32,19.66,17.01,18.379999,12.507568,6823200
4/1/2003,18.450001,20.190001,18.16,20.040001,13.69901,8653000
5/1/2003,19.98,20.690001,19.639999,20.66,14.122828,6574700
6/1/2003,20.799999,21.67,20.540001,20.73,14.170679,5482200
7/1/2003,20.66,22.6,20.35,22.360001,15.370756,5969500
8/1/2003,22.35,23.299999,21.51,22.98,15.796963,13963500
9/1/2003,23.1,23.34,21.700001,21.83,15.006419,21776100
10/1/2003,21.959999,24.09,21.91,23.91,16.522768,12257200
11/1/2003,23.91,24.5,23.27,24.450001,16.895929,9295800
12/1/2003,24.6,27,24.6,26.690001,18.443855,17955000
1/1/2004,26.85,27.1,25.01,25.51,17.732018,22153600
2/1/2004,25.549999,27.059999,24.93,26.84,18.656502,16586800
3/1/2004,26.969999,27.34,24.809999,26.129999,18.162983,36472300
4/1/2004,26.299999,26.84,24.809999,24.92,17.382311,26141300
5/1/2004,24.969999,25.73,23.59,25.620001,17.870579,33526000
6/1/2004,25.59,26.82,25.110001,26.780001,18.679712,12897900
7/1/2004,26.780001,26.780001,25.07,26.17,18.339756,18945700
8/1/2004,26.030001,26.91,24.99,26.610001,18.648102,20590800
9/1/2004,26.549999,27.58,26.15,27.549999,19.306841,20535100
10/1/2004,27.49,28.18,26.219999,27.290001,19.214499,27412600
11/1/2004,27.4,29.83,27.16,29.51,20.777565,15544800
12/1/2004,29.559999,29.99,28.309999,29.73,20.932465,20247600
1/1/2005,29.790001,29.9,28.15,28.82,20.410917,17476600
2/1/2005,28.75,31.4,28.75,31.09,22.018574,22519500
3/1/2005,31.299999,32,29.4,30.16,21.359941,40881500
4/1/2005,30.01,30.52,27.190001,28.01,19.905457,52814000
5/1/2005,28.02,28.99,26.700001,27.83,19.777531,48820400
6/1/2005,27.83,29.1,27,27.139999,19.287182,54379200
7/1/2005,27.200001,28.969999,26.700001,28.639999,20.452847,49573600
8/1/2005,28.6,29.549999,27.02,27.440001,19.595881,57804400
9/1/2005,27.5,28.110001,26.75,27.5,19.638733,51642200
10/1/2005,27.530001,27.889999,25.93,27.559999,19.789825,54245300
11/1/2005,27.700001,30.030001,27.1,29.67,21.304937,46132700
12/1/2005,29.76,30.76,29.530001,30.280001,21.742956,35717300
1/1/2006,30.110001,31.93,30.09,31.74,22.97114,49170500
2/1/2006,31.85,32,30.459999,31.059999,22.479004,55406300
3/1/2006,31.030001,33.02,30.5,32.349998,23.412609,80465900
4/1/2006,32.709999,34.52,32.560001,33.5,24.363737,62892800
5/1/2006,33.650002,35.349998,30.950001,32.150002,23.381922,104428400
6/1/2006,31.950001,32.869999,29.389999,32.099998,23.345564,122559500
